run,iteration,error
6,7,1.22106
6,8,0.946718
6,9,0.783482
6,10,0.702846
6,11,0.662195
6,12,0.632955
6,13,0.607101
6,14,0.576292
6,15,0.54088
6,16,0.497392
6,17,0.451344
6,18,0.405625
6,19,0.362689
6,20,0.326493
6,21,0.294502
6,22,0.267537
6,23,0.244178
6,24,0.223788
6,25,0.206193
6,26,0.191704
6,27,0.179131
6,28,0.16849
6,29,0.159021
6,30,0.150876
6,31,0.144389
6,32,0.139487
6,33,0.135373
6,34,0.132095
6,35,0.129552
6,36,0.128748
6,37,0.128698
6,38,0.129781
6,39,0.131547
6,40,0.134151
6,41,0.137899
6,42,0.142533
6,43,0.148148
6,44,0.155022
6,45,0.163687
6,46,0.175875
6,47,0.191674
6,48,0.211242
6,49,0.234786
6,50,0.26336
6,51,0.296313
6,52,0.332814
6,53,0.371137
6,54,0.407677
6,55,0.437308
6,56,0.456072
6,57,0.459196
6,58,0.447393
6,59,0.423704
6,60,0.392287
6,61,0.356661
6,62,0.319502
6,63,0.282943
6,64,0.248432
6,65,0.216713
6,66,0.188
6,67,0.162427
6,68,0.139888
6,69,0.120226
6,70,0.103065
6,71,0.0881753
6,72,0.0753153
6,73,0.064248
6,74,0.0547506
6,75,0.0466187
6,76,0.0396684
6,77,0.0337365
6,78,0.0286796
6,79,0.0243726
6,80,0.020707
6,81,0.017589
6,82,0.0149382
6,83,0.0126853
6,84,0.0107712
6,85,0.00914531
6,86,0.00776448
6,87,0.00659193
6,88,0.00559635
6,89,0.0047511
6,90,0.00403351
6,91,0.00342433
6,92,0.00290718
6,93,0.00246818
6,94,0.00209552
6,95,0.00177916
6,96,0.0015106
6,97,0.00128259
6,98,0.00108901
6,99,0.000924681
6,100,0.00078516
6,101,0.000666828
6,102,0.000566036
6,103,0.000480801
6,104,0.000407889
6,105,0.000346613
6,106,0.000296989
7,0,32.8251
7,1,14.2682
7,2,7.61796
7,3,4.5558
7,4,2.96018
7,5,2.04077
7,6,1.46468
7,7,1.09425
7,8,0.83643
7,9,0.650358
7,10,0.512393
7,11,0.408991
7,12,0.330623
7,13,0.272693
7,14,0.227746
7,15,0.192671
7,16,0.164867
7,17,0.142275
7,18,0.123647
7,19,0.108368
7,20,0.0954975
7,21,0.0845406
7,22,0.0751029
7,23,0.0669822
7,24,0.0599103
7,25,0.0537611
7,26,0.0484114
7,27,0.0437715
7,28,0.0397447
7,29,0.0362145
7,30,0.0331058
7,31,0.0304042
7,32,0.0281696
7,33,0.0263423
7,34,0.0247485
7,35,0.0233574
7,36,0.0221368
7,37,0.0210397
7,38,0.0200495
7,39,0.0191491
7,40,0.0183302
7,41,0.0175965
7,42,0.0169214
7,43,0.016301
7,44,0.0157344
7,45,0.0152096
7,46,0.014747
7,47,0.0143132
7,48,0.0139049
7,49,0.01352
7,50,0.0131606
7,51,0.0128244
7,52,0.0125041
7,53,0.012198
7,54,0.0119309
7,55,0.0116784
7,56,0.011439
7,57,0.0112099
7,58,0.0109944
7,59,0.0107853
7,60,0.0105814
7,61,0.0103821
7,62,0.0101892
7,63,0.010001
7,64,0.00981651
7,65,0.00963933
7,66,0.00947783
7,67,0.00932179
7,68,0.00917115
7,69,0.00902195
7,70,0.00887407
7,71,0.00872753
7,72,0.00858234
7,73,0.00843853
7,74,0.00829611
7,75,0.00815513
7,76,0.00801558
7,77,0.00787851
7,78,0.00774298
7,79,0.0076089
7,80,0.0074773
7,81,0.00734775
7,82,0.0072196
7,83,0.00709289
7,84,0.00696765
7,85,0.00684389
7,86,0.00672164
7,87,0.00660091
7,88,0.00648173
7,89,0.00636446
7,90,0.00624879
7,91,0.00613468
7,92,0.00602326
7,93,0.00591335
7,94,0.00580494
7,95,0.00569806
7,96,0.00559269
7,97,0.00548885
7,98,0.00538662
7,99,0.0052861
7,100,0.00518746
7,101,0.0050903
7,102,0.00499463
7,103,0.00490044
7,104,0.00480819
7,105,0.00471746
7,106,0.00462815
7,107,0.00454026
7,108,0.00445378
7,109,0.00436876
7,110,0.00428522
7,111,0.00420315
7,112,0.00412257
7,113,0.00404336
7,114,0.00396598
7,115,0.00388992
7,116,0.00381513
7,117,0.00374162
7,118,0.00366936
7,119,0.00359834
7,120,0.00352855
7,121,0.00345998
7,122,0.00339261
7,123,0.00332644
7,124,0.00326149
7,125,0.00319773
7,126,0.00313511
7,127,0.00307361
7,128,0.00301323
7,129,0.00295394
7,130,0.00289574
7,131,0.0028386
7,132,0.00278251
7,133,0.00272746
7,134,0.00267343
7,135,0.00262041
7,136,0.0025684
7,137,0.00251736
7,138,0.00246728
7,139,0.00241815
7,140,0.00236995
7,141,0.0023227
7,142,0.00227635
7,143,0.00223088
7,144,0.00218628
7,145,0.00214253
7,146,0.00209962
7,147,0.00205753
7,148,0.00201626
7,149,0.00197578
7,150,0.00193609
7,151,0.00189717
7,152,0.001859
7,153,0.00182157
7,154,0.00178488
7,155,0.0017489
7,156,0.00171363
7,157,0.00167904
7,158,0.00164514
7,159,0.0016119
7,160,0.00157932
7,161,0.00154738
7,162,0.00151607
7,163,0.00148537
7,164,0.00145529
7,165,0.0014258
7,166,0.0013969
7,167,0.00136857
7,168,0.0013408
7,169,0.0013136
7,170,0.00128694
7,171,0.00126082
7,172,0.00123521
7,173,0.00121012
7,174,0.00118553
7,175,0.00116143
7,176,0.00113781
7,177,0.00111466
7,178,0.00109198
7,179,0.00106977
7,180,0.00104801
7,181,0.00102668
7,182,0.00100578
7,183,0.0009853
7,184,0.000965231
7,185,0.000945566
7,186,0.000926297
7,187,0.000907416
7,188,0.000888915
7,189,0.000870787
7,190,0.000853025
7,191,0.000835622
7,192,0.00081857
7,193,0.000801862
7,194,0.000785492
7,195,0.000769453
7,196,0.000753739
7,197,0.000738343
7,198,0.000723259
7,199,0.00070848
7,200,0.000694001
7,201,0.000679815
7,202,0.000665917
7,203,0.000652301
7,204,0.000638962
7,205,0.000625893
7,206,0.00061309
7,207,0.000600547
7,208,0.000588259
7,209,0.000576221
7,210,0.000564428
7,211,0.000552874
7,212,0.000541556
7,213,0.000530468
7,214,0.000519606
7,215,0.000508965
7,216,0.000498541
7,217,0.00048833
7,218,0.000478326
7,219,0.000468527
7,220,0.000458927
7,221,0.000449523
7,222,0.000440311
7,223,0.000431287
7,224,0.000422447
7,225,0.000413788
7,226,0.000405305
7,227,0.000396996
7,228,0.000388856
7,229,0.000380883
7,230,0.000373072
7,231,0.000365421
7,232,0.000357927
7,233,0.000350585
7,234,0.000343394
7,235,0.00033635
7,236,0.00032945
7,237,0.000322691
7,238,0.00031607
7,239,0.000309585
7,240,0.000303232
7,241,0.00029701
7,242,0.000290914
7,243,0.000284944
7,244,0.000279096
7,245,0.000273367
7,246,0.000267756
7,247,0.00026226
7,248,0.000256876
7,249,0.000251603
7,250,0.000246437
7,251,0.000241378
7,252,0.000236422
7,253,0.000231567
7,254,0.000226812
7,255,0.000222155
7,256,0.000217593
7,257,0.000213125
7,258,0.000208748
7,259,0.000204461
7,260,0.000200261
8,0,35.5497
8,1,14.5668
8,2,7.59324
8,3,4.56896
8,4,2.96294
8,5,2.03386
8,6,1.43578
8,7,1.04404
8,8,0.802441
8,9,0.638464
8,10,0.527646
8,11,0.459139
8,12,0.419626
8,13,0.400709
8,14,0.388445
8,15,0.377261
8,16,0.364613
8,17,0.349803
8,18,0.331167
8,19,0.309529
8,20,0.286848
8,21,0.263322
8,22,0.239367
8,23,0.21655
8,24,0.195185
8,25,0.174999
8,26,0.156823
8,27,0.140553
8,28,0.126775
8,29,0.115033
8,30,0.104187
8,31,0.0943792
8,32,0.0859106
8,33,0.0782891
8,34,0.0716692
8,35,0.0659676
8,36,0.0609499
8,37,0.0563744
8,38,0.0521257
8,39,0.0481925
8,40,0.0445595
8,41,0.0412062
8,42,0.038108
8,43,0.0352621
8,44,0.0326317
8,45,0.0302042
8,46,0.0279773
8,47,0.0259229
8,48,0.0240273
8,49,0.0222749
8,50,0.0206551
8,51,0.0191576
8,52,0.0177732
8,53,0.016493
8,54,0.0153089
8,55,0.0142135
8,56,0.0131999
8,57,0.0122616
8,58,0.0113929
8,59,0.0105882
8,60,0.00984272
8,61,0.00915181
8,62,0.0085113
8,63,0.00791731
8,64,0.0073663
8,65,0.00685501
8,66,0.00638044
8,67,0.00593982
8,68,0.0055306
8,69,0.00515045
8,70,0.00479721
8,71,0.00446889
8,72,0.00416365
8,73,0.00387981
8,74,0.00361581
8,75,0.00337021
8,76,0.00314167
8,77,0.00292898
8,78,0.00273098
8,79,0.00254664
8,80,0.00237497
8,81,0.00221509
8,82,0.00206616
8,83,0.00192741
8,84,0.00179812
8,85,0.00167763
8,86,0.00156533
8,87,0.00146065
8,88,0.00136305
8,89,0.00127206
8,90,0.00118721
8,91,0.00110808
8,92,0.00103428
8,93,0.000965441
8,94,0.000901227
8,95,0.000841321
8,96,0.000785429
8,97,0.00073328
8,98,0.000684618
8,99,0.000639208
8,100,0.00059683
8,101,0.000557279
8,102,0.000520364
8,103,0.000485908
8,104,0.000453745
8,105,0.000423721
8,106,0.000395693
8,107,0.000369528
8,108,0.000345099
8,109,0.000322292
8,110,0.000300998
8,111,0.000281115
8,112,0.00026255
9,0,33.2728
9,1,14.3818
9,2,7.63026
9,3,4.68312
9,4,3.09338
9,5,2.15077
9,6,1.55064
9,7,1.16837
9,8,0.907724
9,9,0.745625
9,10,0.637202
9,11,0.562719
9,12,0.504407
9,13,0.457624
9,14,0.420182
9,15,0.388427
9,16,0.361783
9,17,0.33672
9,18,0.312889
9,19,0.289243
9,20,0.266327
9,21,0.245702
9,22,0.227516
9,23,0.209441
9,24,0.192788
9,25,0.17705
9,26,0.162194
9,27,0.148672
9,28,0.136658
9,29,0.125685
9,30,0.115196
9,31,0.105923
9,32,0.0975762
9,33,0.0903217
9,34,0.083547
9,35,0.0772944
9,36,0.0714497
9,37,0.0659924
9,38,0.0609048
9,39,0.0561799
9,40,0.0518048
9,41,0.0477727
9,42,0.0440931
9,43,0.0407015
9,44,0.0375738
9,45,0.0346919
9,46,0.032039
9,47,0.0296006
9,48,0.0273566
9,49,0.0252945
9,50,0.0233956
9,51,0.0216469
9,52,0.0200463
9,53,0.0185719
9,54,0.0172113
9,55,0.0159556
9,56,0.0147962
9,57,0.0137255
9,58,0.0127362
9,59,0.0118218
9,60,0.0109763
9,61,0.0101943
9,62,0.0094706
9,63,0.00880071
9,64,0.00818034
9,65,0.00760563
9,66,0.00707301
9,67,0.00657922
9,68,0.00612127
9,69,0.00569641
9,70,0.00530213
9,71,0.00493609
9,72,0.00459618
9,73,0.00428044
9,74,0.00398706
9,75,0.00371438
9,76,0.00346088
9,77,0.00322514
9,78,0.00300588
9,79,0.00280189
9,80,0.00261207
9,81,0.00243539
9,82,0.00227092
9,83,0.00211777
9,84,0.00197516
9,85,0.00184232
9,86,0.00171856
9,87,0.00160326
9,88,0.00149581
9,89,0.00139567
9,90,0.00130232
9,91,0.0012153
9,92,0.00113417
9,93,0.00105851
9,94,0.000987971
9,95,0.00092218
9,96,0.000860814
9,97,0.000803569
9,98,0.000750164
9,99,0.000700338
9,100,0.000653847
9,101,0.000610465
9,102,0.000569981
9,103,0.0005322
9,104,0.000496938
9,105,0.000464026
9,106,0.000433306
9,107,0.00040463
9,108,0.000377861
9,109,0.000352871
9,110,0.000329541
9,111,0.00030776
9,112,0.000287424
9,113,0.000268436
9,114,0.000250707
