9,0,0.24999
9,1,0.12499
9,2,0.06249
9,3,0.0312404
9,4,0.0156151
9,5,0.00780258
9,6,0.00389626
9,7,0.00194432
9,8,0.000990993
9,9,0.000643844
9,10,0.004185
9,11,0.0483046
9,12,0.134758
9,13,0.141789
9,14,0.0863165
9,15,0.0523819
9,16,0.051276
9,17,0.0379454
9,18,0.0249164
9,19,0.0165207
9,20,0.0110653
9,21,0.00748465
9,22,0.00523421
9,23,0.00371929
9,24,0.00263343
9,25,0.00190231
9,26,0.00173752
9,27,0.00160921
9,28,0.0015078
9,29,0.00142624
9,30,0.00136282
9,31,0.00132622
9,32,0.00129319
9,33,0.00126813
9,34,0.00124308
9,35,0.0012176
9,36,0.00119138
9,37,0.00116423
9,38,0.00113606
9,39,0.00110959
9,40,0.00109008
9,41,0.00106683
9,42,0.00104048
9,43,0.0010116
9,44,0.000980718
9,45,0.000948277
9,46,0.000914685
9,47,0.0008803
9,48,0.000845439
9,49,0.00081038
9,50,0.000775365
9,51,0.000740606
9,52,0.000706282
9,53,0.000672548
9,54,0.000639532
9,55,0.000607341
9,56,0.00057606
9,57,0.000545759
9,58,0.000516489
9,59,0.000488286
9,60,0.000461177
9,61,0.000435174
9,62,0.000410281
9,63,0.000386495
9,64,0.000363804
9,65,0.000342191
9,66,0.000321634
9,67,0.000302106
9,68,0.00028358
9,69,0.000266023
9,70,0.000249401
9,71,0.000233681
9,72,0.000218825
9,73,0.000204799
9,74,0.000191565
9,75,0.000179088
9,76,0.000167333
9,77,0.000156264
9,78,0.000145847
9,79,0.000136048
9,80,0.000126836
9,81,0.000118179
9,82,0.000110047
9,83,0.000102412
9,84,9.52448e-05
9,85,8.85197e-05
9,86,8.22113e-05
9,87,7.62955e-05
9,88,7.07492e-05
9,89,6.55508e-05
9,90,6.06796e-05
9,91,5.61158e-05
9,92,5.1841e-05
9,93,4.78376e-05
9,94,4.4089e-05
9,95,4.05796e-05
9,96,3.72946e-05
9,97,3.42201e-05
9,98,3.13429e-05
9,99,2.86507e-05
9,100,2.6132e-05
9,101,2.37757e-05
9,102,2.15717e-05
9,103,1.95102e-05
9,104,1.75822e-05
9,105,1.57792e-05
9,106,1.40932e-05
9,107,1.25168e-05
9,108,1.10429e-05
9,109,9.66486e-06
9,110,8.37663e-06
9,111,7.17236e-06
9,112,6.04665e-06
9,113,4.99441e-06
9,114,4.01089e-06
9,115,3.09164e-06
9,116,2.23249e-06
9,117,1.42953e-06
9,118,6.79126e-07
9,119,2.21548e-08
