9,0,0.338016
9,1,0.129884
9,2,0.081617
9,3,0.0515586
9,4,0.0363332
9,5,0.027911
9,6,0.0214554
9,7,0.0166684
9,8,0.0142861
9,9,0.0123005
9,10,0.0106278
9,11,0.00920741
9,12,0.00799418
9,13,0.00695341
9,14,0.00605777
9,15,0.00528518
9,16,0.0046175
9,17,0.0040396
9,18,0.00353877
9,19,0.0031042
9,20,0.0027267
9,21,0.00239842
9,22,0.00211261
9,23,0.0018635
9,24,0.00164612
9,25,0.0014562
9,26,0.00129007
9,27,0.00114456
9,28,0.00101694
9,29,0.000904864
9,30,0.000806297
9,31,0.00071949
9,32,0.000642928
9,33,0.000575304
9,34,0.000515485
9,35,0.000462491
9,36,0.000415471
9,37,0.000373689
9,38,0.000336624
9,39,0.000303649
9,40,0.000274191
9,41,0.000248414
9,42,0.000225698
9,43,0.000205216
9,44,0.000186723
9,45,0.000170003
9,46,0.000154866
9,47,0.000141145
9,48,0.000128691
9,49,0.000117373
9,50,0.000107075
9,51,9.76947e-05
9,52,8.91407e-05
9,53,8.13315e-05
9,54,7.41949e-05
9,55,6.76664e-05
9,56,6.16884e-05
9,57,5.62093e-05
9,58,5.11832e-05
9,59,4.65685e-05
9,60,4.23281e-05
9,61,3.84287e-05
9,62,3.48402e-05
9,63,3.15354e-05
9,64,2.84899e-05
9,65,2.56814e-05
9,66,2.309e-05
9,67,2.06974e-05
9,68,1.84873e-05
9,69,1.64445e-05
9,70,1.45555e-05
9,71,1.28079e-05
9,72,1.11903e-05
9,73,9.69241e-06
9,74,8.30484e-06
9,75,7.01895e-06
9,76,5.82684e-06
9,77,4.72129e-06
9,78,3.69566e-06
9,79,2.74388e-06
9,80,1.86037e-06
9,81,1.03999e-06
9,82,2.78024e-07
9,83,4.29869e-07
