run,iteration,error
1,49,0.00244254
1,50,0.00241238
1,51,0.00237679
1,52,0.00233628
1,53,0.00229139
1,54,0.00224266
1,55,0.00219065
1,56,0.00213589
1,57,0.00207892
1,58,0.00202022
1,59,0.00196025
1,60,0.00189942
1,61,0.00183812
1,62,0.00177668
1,63,0.00171541
1,64,0.00165458
1,65,0.0015944
1,66,0.00153508
1,67,0.00147679
1,68,0.00141966
1,69,0.00136381
1,70,0.00130932
1,71,0.00125628
1,72,0.00120473
1,73,0.00115471
1,74,0.00110625
1,75,0.00105937
1,76,0.00101406
1,77,0.000970321
1,78,0.000928141
1,79,0.000887501
1,80,0.000848378
1,81,0.000810743
1,82,0.000774565
1,83,0.000739809
1,84,0.00070644
1,85,0.000674419
1,86,0.000643707
1,87,0.000614264
1,88,0.00058605
1,89,0.000559024
1,90,0.000533146
1,91,0.000508374
1,92,0.00048467
1,93,0.000461993
1,94,0.000440305
1,95,0.000419568
1,96,0.000399745
1,97,0.0003808
1,98,0.000362698
1,99,0.000345405
1,100,0.000328886
1,101,0.000313112
1,102,0.000298049
1,103,0.000283669
1,104,0.000269942
1,105,0.00025684
1,106,0.000244336
1,107,0.000232406
1,108,0.000221022
1,109,0.000210162
1,110,0.000199803
1,111,0.000189922
1,112,0.000180498
1,113,0.00017151
1,114,0.00016294
1,115,0.000154768
1,116,0.000146977
1,117,0.000139549
1,118,0.000132467
1,119,0.000125717
1,120,0.000119283
1,121,0.00011315
1,122,0.000107304
1,123,0.000101733
1,124,9.64244e-05
1,125,9.13652e-05
1,126,8.65441e-05
1,127,8.19502e-05
1,128,7.7573e-05
1,129,7.34025e-05
1,130,6.94289e-05
1,131,6.56432e-05
1,132,6.20366e-05
1,133,5.86007e-05
1,134,5.53275e-05
1,135,5.22095e-05
1,136,4.92394e-05
1,137,4.64102e-05
1,138,4.37153e-05
1,139,4.11485e-05
1,140,3.87036e-05
1,141,3.6375e-05
1,142,3.41571e-05
1,143,3.20449e-05
1,144,3.00331e-05
1,145,2.81172e-05
1,146,2.62926e-05
1,147,2.4555e-05
1,148,2.29002e-05
1,149,2.13243e-05
1,150,1.98237e-05
1,151,1.83947e-05
1,152,1.70339e-05
1,153,1.57381e-05
1,154,1.45042e-05
1,155,1.33293e-05
1,156,1.22105e-05
1,157,1.11453e-05
1,158,1.0131e-05
1,159,9.16517e-06
1,160,8.2456e-06
1,161,7.37003e-06
1,162,6.53638e-06
1,163,5.74264e-06
1,164,4.98692e-06
1,165,4.26739e-06
1,166,3.58234e-06
1,167,2.93011e-06
1,168,2.30914e-06
1,169,1.71793e-06
1,170,1.15507e-06
1,171,6.19194e-07
1,172,1.09018e-07
1,173,3.76688e-07
2,0,0.396149
2,1,0.160542
2,2,0.0802495
2,3,0.0532831
2,4,0.0393707
2,5,0.0293481
2,6,0.021847
2,7,0.0182419
2,8,0.0165314
2,9,0.0146802
2,10,0.0128493
2,11,0.0111398
2,12,0.00984444
2,13,0.00876908
2,14,0.00909108
2,15,0.00937108
2,16,0.00961742
2,17,0.00983491
2,18,0.0100253
2,19,0.0101878
2,20,0.0103195
2,21,0.0104157
2,22,0.0104704
2,23,0.0104765
2,24,0.010427
2,25,0.0103148
2,26,0.0101341
2,27,0.0098872
2,28,0.0102241
2,29,0.0104896
2,30,0.0106754
2,31,0.010775
2,32,0.0107851
2,33,0.0107056
2,34,0.0105396
2,35,0.0102936
2,36,0.0099765
2,37,0.00959905
2,38,0.00917307
2,39,0.00871069
2,40,0.00822366
2,41,0.00772291
2,42,0.00721812
2,43,0.0067176
2,44,0.00622816
2,45,0.00575515
2,46,0.00530261
2,47,0.00487332
2,48,0.00446908
2,49,0.0040908
2,50,0.00373868
2,51,0.00341241
2,52,0.00311123
2,53,0.00283412
2,54,0.00257985
2,55,0.00234706
2,56,0.00215442
2,57,0.00199699
2,58,0.00184804
2,59,0.00170768
2,60,0.00157587
2,61,0.00145249
2,62,0.00133729
2,63,0.00123001
2,64,0.00113032
2,65,0.00103785
2,66,0.00095223
2,67,0.000873073
2,68,0.000799992
2,69,0.000732602
2,70,0.000670529
2,71,0.000613408
2,72,0.000560891
2,73,0.000512645
2,74,0.000468353
2,75,0.000427717
2,76,0.000390456
2,77,0.000356306
2,78,0.000325023
2,79,0.000296375
2,80,0.000270152
2,81,0.000246154
2,82,0.0002242
2,83,0.000204119
2,84,0.000185756
2,85,0.000168967
2,86,0.00015362
2,87,0.000139591
2,88,0.00012677
2,89,0.000115054
2,90,0.000104347
2,91,9.45642e-05
2,92,8.56254e-05
2,93,7.7458e-05
2,94,6.99957e-05
2,95,6.31774e-05
2,96,5.69475e-05
2,97,5.12551e-05
2,98,4.60536e-05
2,99,4.13004e-05
2,100,3.69566e-05
2,101,3.29867e-05
2,102,2.93583e-05
2,103,2.60416e-05
2,104,2.30097e-05
2,105,2.02379e-05
2,106,1.77034e-05
2,107,1.53859e-05
2,108,1.32663e-05
2,109,1.13277e-05
2,110,9.55429e-06
2,111,7.93179e-06
2,112,6.44716e-06
2,113,5.08848e-06
2,114,3.84488e-06
2,115,2.70643e-06
2,116,1.66407e-06
2,117,7.09541e-07
2,118,1.64715e-07
3,0,0.353029
3,1,0.140387
3,2,0.0818824
3,3,0.0685255
3,4,0.0742794
3,5,0.0430055
3,6,0.0320375
3,7,0.0244003
3,8,0.0188088
3,9,0.0145169
3,10,0.0112362
3,11,0.00872732
3,12,0.00680776
3,13,0.0053375
3,14,0.00453743
3,15,0.00428152
3,16,0.00402078
3,17,0.00376131
3,18,0.00350763
3,19,0.00326293
3,20,0.00302935
3,21,0.00280821
3,22,0.00260019
3,23,0.00240553
3,24,0.0022241
3,25,0.00205553
3,26,0.00189932
3,27,0.00175483
3,28,0.00162138
3,29,0.00152279
3,30,0.00144444
3,31,0.00136704
3,32,0.00129138
3,33,0.00121799
3,34,0.00114726
3,35,0.00107944
3,36,0.00101469
3,37,0.000953062
3,38,0.000894581
3,39,0.000839214
3,40,0.000786898
3,41,0.000737544
3,42,0.000691048
3,43,0.000647296
3,44,0.000606166
3,45,0.000567532
3,46,0.000531267
3,47,0.000497245
3,48,0.000465343
3,49,0.00043544
3,50,0.00040742
3,51,0.000381171
3,52,0.000356587
3,53,0.000333565
3,54,0.000312009
3,55,0.000291827
3,56,0.000272933
3,57,0.000255245
3,58,0.000238685
3,59,0.000223183
3,60,0.000208669
3,61,0.00019508
3,62,0.000182357
3,63,0.000170443
3,64,0.000159287
3,65,0.000148838
3,66,0.000139051
3,67,0.000129883
3,68,0.000121295
3,69,0.000113248
3,70,0.000105707
3,71,9.86406e-05
3,72,9.20171e-05
3,73,8.58082e-05
3,74,7.99872e-05
3,75,7.45292e-05
3,76,6.94109e-05
3,77,6.46105e-05
3,78,6.01078e-05
3,79,5.58836e-05
3,80,5.19204e-05
3,81,4.82014e-05
3,82,4.47112e-05
3,83,4.14353e-05
3,84,3.83601e-05
3,85,3.54731e-05
3,86,3.27623e-05
3,87,3.02167e-05
3,88,2.7826e-05
3,89,2.55805e-05
3,90,2.3471e-05
3,91,2.14892e-05
3,92,1.96272e-05
3,93,1.78774e-05
3,94,1.62329e-05
3,95,1.46873e-05
3,96,1.32345e-05
3,97,1.18687e-05
3,98,1.05846e-05
3,99,9.3772e-06
3,100,8.24182e-06
3,101,7.17407e-06
3,102,6.16981e-06
3,103,5.2252e-06
3,104,4.33662e-06
3,105,3.50066e-06
3,106,2.71416e-06
3,107,1.97412e-06
3,108,1.27775e-06
3,109,6.22424e-07
3,110,5.67109e-09
3,111,5.74818e-07
4,0,0.326782
4,1,0.128702
4,2,0.0699483
4,3,0.0451625
4,4,0.0305135
4,5,0.0214687
4,6,0.0183718
4,7,0.0161325
4,8,0.0145007
4,9,0.0133071
4,10,0.0124351
4,11,0.0117964
4,12,0.0113249
4,13,0.0109717
4,14,0.0107007
4,15,0.0104853
4,16,0.0103058
4,17,0.0101474
4,18,0.00999925
4,19,0.00985312
4,20,0.00995273
4,21,0.0100512
4,22,0.0101145
4,23,0.0101391
4,24,0.0101211
4,25,0.0100568
4,26,0.00994275
4,27,0.009776
4,28,0.00955467
4,29,0.00929061
4,30,0.00952589
4,31,0.00970516
4,32,0.0098238
4,33,0.00987856
4,34,0.00986785
4,35,0.00979195
4,36,0.00965304
4,37,0.00945506
4,38,0.00920352
4,39,0.0089051
4,40,0.00856733
4,41,0.00819811
4,42,0.00780541
4,43,0.00739688
4,44,0.00697966
4,45,0.00656013
4,46,0.00614385
4,47,0.0057355
4,48,0.00533888
4,49,0.00495693
4,50,0.00459187
4,51,0.00424519
4,52,0.00391783
4,53,0.00361021
4,54,0.00332238
4,55,0.00305405
4,56,0.00280468
4,57,0.00257356
4,58,0.00235985
4,59,0.00216263
4,60,0.00198094
4,61,0.00181377
4,62,0.00168091
4,63,0.00156185
4,64,0.00144934
4,65,0.00134333
4,66,0.00124372
4,67,0.00115033
4,68,0.00106296
4,69,0.000981378
4,70,0.000905333
4,71,0.000834558
4,72,0.000768779
4,73,0.000707722
4,74,0.000651114
4,75,0.000598684
4,76,0.000550171
4,77,0.000505321
4,78,0.000463889
4,79,0.000425644
4,80,0.000390363
4,81,0.000357835
4,82,0.000327863
4,83,0.000300259
4,84,0.000274848
4,85,0.000251466
4,86,0.000229958
4,87,0.000210181
4,88,0.000192003
4,89,0.000175298
4,90,0.000159952
4,91,0.000145858
4,92,0.000132916
4,93,0.000121034
4,94,0.000110129
4,95,0.000100121
4,96,9.09387e-05
4,97,8.25146e-05
4,98,7.47875e-05
4,99,6.77005e-05
4,100,6.12015e-05
4,101,5.52422e-05
4,102,4.97786e-05
4,103,4.47697e-05
4,104,4.01782e-05
4,105,3.59697e-05
4,106,3.21124e-05
4,107,2.85774e-05
4,108,2.53378e-05
4,109,2.23693e-05
4,110,1.96492e-05
4,111,1.71569e-05
4,112,1.48735e-05
4,113,1.27815e-05
4,114,1.0865e-05
4,115,9.10924e-06
4,116,7.50091e-06
4,117,6.02763e-06
4,118,4.67812e-06
4,119,3.44201e-06
4,120,2.30981e-06
4,121,1.2728e-06
4,122,3.23008e-07
4,123,5.46881e-07
5,0,0.357166
5,1,0.123009
5,2,0.08269
5,3,0.0478532
5,4,0.0352375
5,5,0.0304884
5,6,0.0251266
5,7,0.0212298
5,8,0.0192834
5,9,0.0172971
5,10,0.0153604
5,11,0.0135335
5,12,0.0118504
5,13,0.0103261
5,14,0.00936464
5,15,0.00895584
5,16,0.0085182
5,17,0.00806324
5,18,0.00760024
5,19,0.0071367
5,20,0.00667869
5,21,0.00623107
5,22,0.00579763
5,23,0.00538125
5,24,0.00498399
5,25,0.00460725
5,26,0.00425184
5,27,0.00391808
5,28,0.00360591
5,29,0.00331494
5,30,0.00304456
5,31,0.00279396
5,32,0.00256222
5,33,0.00234833
5,34,0.00215125
5,35,0.00196991
5,36,0.00180409
5,37,0.00167825
5,38,0.00155901
5,39,0.00144638
5,40,0.00134031
5,41,0.00124067
5,42,0.0011473
5,43,0.00105997
5,44,0.00097846
5,45,0.000902501
5,46,0.000831825
5,47,0.000766156
5,48,0.000705216
5,49,0.000648729
5,50,0.000596423
5,51,0.000548033
5,52,0.000503306
5,53,0.000461995
5,54,0.000423867
5,55,0.000388699
5,56,0.000356281
5,57,0.000326413
5,58,0.000298908
5,59,0.000273592
5,60,0.000250298
5,61,0.000228875
5,62,0.000209177
5,63,0.000191073
5,64,0.000174438
5,65,0.000159157
5,66,0.000145123
5,67,0.000132238
5,68,0.000120409
5,69,0.000109553
5,70,9.959e-05
5,71,9.04494e-05
5,72,8.20643e-05
5,73,7.43731e-05
5,74,6.73193e-05
5,75,6.0851e-05
5,76,5.49201e-05
5,77,4.94826e-05
5,78,4.44979e-05
5,79,3.99286e-05
5,80,3.57405e-05
5,81,3.19021e-05
5,82,2.83843e-05
5,83,2.51607e-05
5,84,2.22068e-05
5,85,1.95002e-05
5,86,1.70203e-05
5,87,1.47482e-05
5,88,1.26666e-05
5,89,1.07597e-05
5,90,9.01273e-06
5,91,7.41245e-06
5,92,5.94657e-06
5,93,4.60385e-06
5,94,3.37396e-06
5,95,2.24746e-06
5,96,1.21569e-06
5,97,2.70693e-07
5,98,5.948e-07
6,0,0.40582
6,1,0.143469
6,2,0.152205
6,3,0.081926
6,4,0.0459881
6,5,0.0377155
6,6,0.0307693
6,7,0.0249745
6,8,0.0202147
6,9,0.0163414
6,10,0.0132122
6,11,0.0107609
6,12,0.0111416
6,13,0.0111297
6,14,0.0108451
6,15,0.0103784
6,16,0.00979742
6,17,0.00915256
6,18,0.00848055
6,19,0.00780759
6,20,0.00715179
6,21,0.00652512
6,22,0.00593498
6,23,0.00538539
6,24,0.00487792
6,25,0.00441245
6,26,0.00398771
6,27,0.00360167
6,28,0.00325188
6,29,0.00293567
6,30,0.00265028
6,31,0.00239303
6,32,0.00216131
6,33,0.00195268
6,34,0.00176487
6,35,0.0015958
6,36,0.00145595
6,37,0.00133973
6,38,0.00123173
6,39,0.00113154
6,40,0.00103878
6,41,0.000953023
6,42,0.000873839
6,43,0.000800814
6,44,0.000733536
6,45,0.000671611
6,46,0.000614656
6,47,0.000562311
6,48,0.000514232
6,49,0.000470095
6,50,0.000429596
6,51,0.000392452
6,52,0.000358396
6,53,0.000327184
6,54,0.000298585
6,55,0.000272387
6,56,0.000248395
6,57,0.000226426
6,58,0.000206314
6,59,0.000187903
6,60,0.000171054
6,61,0.000155634
6,62,0.000141524
6,63,0.000128614
6,64,0.000116802
6,65,0.000105995
6,66,9.61096e-05
6,67,8.70662e-05
6,68,7.87937e-05
6,69,7.12266e-05
6,70,6.43049e-05
6,71,5.79735e-05
6,72,5.21823e-05
6,73,4.68851e-05
6,74,4.20399e-05
6,75,3.7608e-05
6,76,3.35541e-05
6,77,2.98461e-05
6,78,2.64543e-05
6,79,2.33518e-05
6,80,2.05138e-05
6,81,1.79177e-05
6,82,1.5543e-05
6,83,1.33706e-05
6,84,1.13834e-05
6,85,9.56548e-06
6,86,7.9024e-06
6,87,6.38095e-06
6,88,4.98905e-06
6,89,3.71564e-06
6,90,2.55061e-06
6,91,1.48472e-06
6,92,5.09518e-07
6,93,3.82735e-07
7,0,0.309244
7,1,0.168575
7,2,0.0940583
7,3,0.0543311
7,4,0.0333319
7,5,0.0259146
7,6,0.022914
7,7,0.021439
7,8,0.0210706
7,9,0.0205642
7,10,0.0199009
7,11,0.019068
7,12,0.0181972
7,13,0.0184662
7,14,0.0184416
7,15,0.0181592
7,16,0.0176449
7,17,0.0169698
7,18,0.0164721
7,19,0.0156495
7,20,0.0145552
7,21,0.013473
7,22,0.0130802
7,23,0.0124395
7,24,0.0116114
7,25,0.01066
7,26,0.00964505
7,27,0.00861784
7,28,0.00761826
7,29,0.00667462
7,30,0.00592063
7,31,0.0053532
7,32,0.0048034
7,33,0.00430963
7,34,0.00408324
7,35,0.00389756
7,36,0.0037498
7,37,0.00363701
7,38,0.00355622
7,39,0.00350447
7,40,0.00347881
7,41,0.00347635
7,42,0.00356097
7,43,0.00374573
7,44,0.00392672
7,45,0.00410133
7,46,0.00426677
7,47,0.0044201
7,48,0.00455841
7,49,0.00467889
7,50,0.00477902
7,51,0.00485667
7,52,0.00491019
7,53,0.00493853
7,54,0.00494129
7,55,0.00491867
7,56,0.00487155
7,57,0.00480132
7,58,0.00470986
7,59,0.00459943
7,60,0.00447253
7,61,0.00433179
7,62,0.00417991
7,63,0.00401952
7,64,0.00397821
7,65,0.00393488
7,66,0.00388064
7,67,0.0038167
7,68,0.00374429
7,69,0.00366462
7,70,0.00357885
7,71,0.0034881
7,72,0.00339338
7,73,0.00329565
7,74,0.00319578
7,75,0.00309455
7,76,0.00299265
7,77,0.0028907
7,78,0.00278922
7,79,0.00268868
7,80,0.00258948
7,81,0.00249193
7,82,0.00239631
7,83,0.00230286
7,84,0.00221173
7,85,0.00212307
7,86,0.00203699
7,87,0.00195355
7,88,0.0018728
7,89,0.00179475
7,90,0.00171942
7,91,0.00164679
7,92,0.00157684
7,93,0.00150951
7,94,0.00144478
7,95,0.00138257
7,96,0.00132283
7,97,0.0012655
7,98,0.0012105
7,99,0.00115776
7,100,0.00110721
7,101,0.00105878
7,102,0.00101239
7,103,0.000967966
7,104,0.000925436
7,105,0.000884728
7,106,0.00084577
7,107,0.000808494
7,108,0.000772832
7,109,0.000738718
7,110,0.000706087
7,111,0.000674878
7,112,0.000645032
7,113,0.00061649
7,114,0.000589197
7,115,0.000563099
7,116,0.000538144
7,117,0.000514283
7,118,0.000491468
7,119,0.000469654
7,120,0.000448797
7,121,0.000428855
7,122,0.000409787
7,123,0.000391555
7,124,0.000374122
7,125,0.000357453
7,126,0.000341514
7,127,0.000326273
7,128,0.000311699
7,129,0.000297763
7,130,0.000284436
7,131,0.000271691
7,132,0.000259503
7,133,0.000247847
7,134,0.0002367
7,135,0.000226038
7,136,0.000215841
7,137,0.000206089
7,138,0.000196761
7,139,0.000187838
7,140,0.000179304
7,141,0.00017114
7,142,0.000163331
7,143,0.000155861
7,144,0.000148715
7,145,0.000141879
7,146,0.00013534
7,147,0.000129084
7,148,0.000123098
7,149,0.000117372
7,150,0.000111893
7,151,0.000106651
7,152,0.000101636
7,153,9.6838e-05
7,154,9.22468e-05
7,155,8.78539e-05
7,156,8.36505e-05
7,157,7.96285e-05
7,158,7.578e-05
7,159,7.20973e-05
7,160,6.85734e-05
7,161,6.52013e-05
7,162,6.19745e-05
7,163,5.88866e-05
7,164,5.59316e-05
7,165,5.31037e-05
7,166,5.03976e-05
7,167,4.78078e-05
7,168,4.53294e-05
7,169,4.29575e-05
7,170,4.06876e-05
7,171,3.85152e-05
7,172,3.64362e-05
7,173,3.44464e-05
7,174,3.25421e-05
7,175,3.07196e-05
7,176,2.89753e-05
7,177,2.73059e-05
7,178,2.57081e-05
7,179,2.41789e-05
7,180,2.27152e-05
7,181,2.13144e-05
7,182,1.99736e-05
7,183,1.86904e-05
7,184,1.74621e-05
7,185,1.62865e-05
7,186,1.51613e-05
7,187,1.40843e-05
7,188,1.30535e-05
7,189,1.20669e-05
7,190,1.11225e-05
7,191,1.02186e-05
7,192,9.35341e-06
7,193,8.52528e-06
7,194,7.73262e-06
7,195,6.97391e-06
7,196,6.24769e-06
7,197,5.55257e-06
7,198,4.88721e-06
7,199,4.25034e-06
7,200,3.64073e-06
7,201,3.05722e-06
7,202,2.49869e-06
7,203,1.96406e-06
7,204,1.45232e-06
7,205,9.62482e-07
7,206,4.93606e-07
7,207,4.47948e-08
7,208,3.8481e-07
8,0,0.399289
8,1,0.126456
8,2,0.128774
8,3,0.0855571
8,4,0.0533111
8,5,0.033149
8,6,0.0202667
8,7,0.0123247
8,8,0.00968125
8,9,0.00798507
8,10,0.00668702
8,11,0.00567762
8,12,0.00488021
8,13,0.00424057
8,14,0.0037199
8,15,0.0032901
8,16,0.0029306
8,17,0.00262619
8,18,0.00236549
8,19,0.00213993
8,20,0.00194341
8,21,0.00176956
8,22,0.00161581
8,23,0.00147866
8,24,0.00135566
8,25,0.00124488
8,26,0.00114472
8,27,0.00105389
8,28,0.000971307
8,29,0.000896068
8,30,0.0008274
8,31,0.000764642
8,32,0.00070722
8,33,0.000654629
8,34,0.000606426
8,35,0.000562216
8,36,0.000521647
8,37,0.0004844
8,38,0.00045019
8,39,0.000418756
8,40,0.000389864
8,41,0.000363298
8,42,0.000338862
8,43,0.000316377
8,44,0.000295681
8,45,0.000276623
8,46,0.000259067
8,47,0.000242886
8,48,0.000239881
8,49,0.000238905
8,50,0.000237636
8,51,0.000236101
8,52,0.000234327
8,53,0.000232339
8,54,0.000230158
8,55,0.000227806
8,56,0.000225302
8,57,0.000222665
8,58,0.00021991
8,59,0.000217054
8,60,0.00021411
8,61,0.00021109
8,62,0.000208008
8,63,0.000204873
8,64,0.000201695
8,65,0.000198484
8,66,0.000195247
8,67,0.000191992
8,68,0.000188726
8,69,0.000185455
8,70,0.000182184
8,71,0.000178919
8,72,0.000175664
8,73,0.000172423
8,74,0.0001692
8,75,0.000165999
8,76,0.000162821
8,77,0.000159671
8,78,0.00015655
8,79,0.00015346
8,80,0.000150403
8,81,0.000147382
8,82,0.000144396
8,83,0.000141448
8,84,0.000138538
8,85,0.000135668
8,86,0.000132838
8,87,0.000130049
8,88,0.0001273
8,89,0.000124594
8,90,0.000121929
8,91,0.000119307
8,92,0.000116727
8,93,0.000114189
8,94,0.000111693
8,95,0.000109239
8,96,0.000106828
8,97,0.000104458
8,98,0.000102129
8,99,9.98424e-05
8,100,9.75964e-05
8,101,9.5391e-05
8,102,9.32258e-05
8,103,9.11005e-05
8,104,8.90146e-05
8,105,8.69677e-05
8,106,8.49593e-05
8,107,8.29889e-05
8,108,8.1056e-05
8,109,7.91602e-05
8,110,7.73009e-05
8,111,7.54776e-05
8,112,7.36898e-05
8,113,7.19369e-05
8,114,7.02185e-05
8,115,6.85339e-05
8,116,6.68827e-05
8,117,6.52643e-05
8,118,6.36782e-05
8,119,6.21238e-05
8,120,6.06006e-05
8,121,5.91081e-05
8,122,5.76457e-05
8,123,5.6213e-05
8,124,5.48093e-05
8,125,5.34342e-05
8,126,5.20871e-05
8,127,5.07676e-05
8,128,4.94751e-05
8,129,4.82092e-05
8,130,4.69694e-05
8,131,4.5755e-05
8,132,4.45658e-05
8,133,4.34012e-05
8,134,4.22607e-05
8,135,4.1144e-05
8,136,4.00504e-05
8,137,3.89796e-05
8,138,3.79311e-05
8,139,3.69046e-05
8,140,3.58995e-05
8,141,3.49154e-05
8,142,3.3952e-05
8,143,3.30088e-05
8,144,3.20855e-05
8,145,3.11815e-05
8,146,3.02966e-05
8,147,2.94304e-05
8,148,2.85824e-05
8,149,2.77524e-05
8,150,2.69399e-05
8,151,2.61446e-05
8,152,2.53661e-05
8,153,2.46042e-05
8,154,2.38584e-05
8,155,2.31284e-05
8,156,2.2414e-05
8,157,2.17147e-05
8,158,2.10304e-05
8,159,2.03606e-05
8,160,1.9705e-05
8,161,1.90635e-05
8,162,1.84356e-05
8,163,1.78212e-05
8,164,1.72198e-05
8,165,1.66314e-05
8,166,1.60555e-05
8,167,1.54919e-05
8,168,1.49404e-05
8,169,1.44007e-05
8,170,1.38725e-05
8,171,1.33557e-05
8,172,1.285e-05
8,173,1.23551e-05
8,174,1.18709e-05
8,175,1.1397e-05
8,176,1.09333e-05
8,177,1.04796e-05
8,178,1.00357e-05
8,179,9.60129e-06
8,180,9.17624e-06
8,181,8.76033e-06
8,182,8.35339e-06
8,183,7.9552e-06
8,184,7.5656e-06
8,185,7.1844e-06
8,186,6.81141e-06
8,187,6.44647e-06
8,188,6.0894e-06
8,189,5.74004e-06
8,190,5.39822e-06
8,191,5.06378e-06
8,192,4.73656e-06
8,193,4.41641e-06
8,194,4.10318e-06
8,195,3.79672e-06
8,196,3.49689e-06
8,197,3.20354e-06
8,198,2.91654e-06
8,199,2.63574e-06
8,200,2.36102e-06
8,201,2.09225e-06
8,202,1.82929e-06
8,203,1.57203e-06
8,204,1.32034e-06
8,205,1.0741e-06
8,206,8.33199e-07
8,207,5.97516e-07
8,208,3.66941e-07
8,209,1.41364e-07
8,210,7.9323e-08
9,0,0.32235
9,1,0.125557
9,2,0.114783
9,3,0.0777851
9,4,0.0509883
9,5,0.0419261
9,6,0.0346557
9,7,0.0315797
9,8,0.0289044
9,9,0.0255341
9,10,0.0210474
9,11,0.0164349
9,12,0.0140415
9,13,0.0120305
9,14,0.0102288
9,15,0.00867821
9,16,0.00736993
9,17,0.00627634
9,18,0.00536558
9,19,0.00460736
9,20,0.00397513
9,21,0.00344642
9,22,0.00300263
9,23,0.00262853
9,24,0.00231169
9,25,0.00204204
9,26,0.00181137
9,27,0.00161304
9,28,0.00144165
9,29,0.00129277
9,30,0.00116283
9,31,0.00104886
9,32,0.000948455
9,33,0.000859613
9,34,0.000780685
9,35,0.000710295
9,36,0.000647299
9,37,0.000590735
9,38,0.000539796
9,39,0.000493794
9,40,0.000452148
9,41,0.00041436
9,42,0.000380002
9,43,0.000348705
9,44,0.000320149
9,45,0.000294054
9,46,0.000270176
9,47,0.0002483
9,48,0.000228237
9,49,0.000209819
9,50,0.000192897
9,51,0.000177336
9,52,0.000163017
9,53,0.000149833
9,54,0.000137688
9,55,0.000126493
9,56,0.00011617
9,57,0.000106648
9,58,9.78598e-05
